id,set_id,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,active_ingredient,purpose,indications_and_usage,warnings,dosage_and_administration,inactive_ingredient,effective_time,version,brand_name
f856e485-8e8c-4cb4-adf3-662cd85f5ab7,f33502d3-e330-48d1-a38e-b98cf0b14b61,Minoxidil,MINOXIDIL,"H2-Pharma, LLC",61269-094,TOPICAL,MINOXIDIL,"Active ingredient Minoxidil, USP 5% w/v",Purpose Hair regrowth treatment for men,"Use to regrow hair on the top of the scalp (vertex only, see pictures on side of carton)","Warnings For external use only. For use by men only. Flammable: Keep away from fire or flame Do not use if you are a woman your amount of hair loss is different than that shown on the side of this carton or your hair loss is on the front of the scalp. Minoxidil topical solution 5% is not intended for frontal baldness or receding hairline. you have no family history of hair loss your hair loss is sudden and/or patchy you do not know the reason for your hair loss you are under 18 years of age. Do not use on babies and children. your scalp is red, inflamed, infected, irritated, or painful you use other medicines on the scalp Ask a doctor before use if you have heart disease. When using this product do not apply on other parts of the body avoid contact with the eyes. In case of accidental contact, rinse eyes with large amounts of cool tap water. some people have experienced changes in hair color and/or texture it takes time to regrow hair. Results may occur at 2 months with twice a day usage. For some men, you may need to use this product for at least 4 months before you see results. the amount of hair regrowth is different for each person. This product will not work for all men. Stop use and ask a doctor if chest pain, rapid heartbeat, faintness, or dizziness occurs sudden, unexplained weight gain occurs your hands or feet swell scalp irritation or redness occurs unwanted facial hair growth occurs you do not see hair regrowth in 4 months May be harmful if used when pregnant or breast-feeding. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center (1-800-222-1222) right away.","Directions apply one mL with dropper 2 times a day directly onto the scalp in the hair loss area using more or more often will not improve results continued use is necessary to increase and keep your hair regrowth, or hair loss will begin again","Inactive ingredients alcohol (30% v/v), propylene glycol (50% v/v), purified water",20241230,2,Minoxidil
52887a08-e4f4-42cd-9b74-e81a3ebd7f81,4d952d2f-7766-4e64-8462-3fdff144546a,CAREALL Loratadine,LORATADINE,New World Imports,51824-075,ORAL,LORATADINE,Loratadine 10mg,Antihistamine,"Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose, itchy, watery eys, sneezing, itching of the nose or throat",Do not use if you have ever had an allergic reaction to this product or any of its ingredients. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. When using this product do not take more than directed. Taking more than directed may cause drowsiness. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away.,Adult and children over 6 years old: 1 tablets daily: no more than 1 tablet in 24 hours. Children under 6 years of age: ask a doctor Consumers with liver or kidney disease : ask a doctor,"lactose monohydrate, magnesium stearate, sodium starch glycolate. May contain: microcrystalline cellulose, pregelatinized starch",20241007,4,CAREALL Loratadine
1714a6f4-d8a8-437b-88aa-57ded2140a4a,01cd77e3-380f-4487-ae6e-3ac45355d8a4,Cortizone 10 Fast Acting Itch Relief Cooling,HYDROCORTISONE,"Chattem, Inc.",41167-0343,TOPICAL,HYDROCORTISONE,Active ingredients Hydrocortisone 1%,Purpose Anti-Itch,"Uses ■ for the temporary relief of itching associated with minor skin irritations, inflammation, and rashes due to: ■ eczema ■ psoriasis ■ poison ivy, oak, sumac ■ insect bites ■ detergents ■ jewelry ■ cosmetics ■ soaps ■ seborrheic dermatitis ■ other uses of this product should be only under the advice and supervision of a doctor","Warnings For external use only . Flam mable. Keep away from fire or flame. Do not us e ■ for the treatment of diaper rash. Consult a doctor. ■ if you are allergic to any ingredient in this product. When using this product ■ avoid contact with the eyes ■ contents under pressure. Do not puncture or incinerate. Do not store at temperatures above 120° F. ■ use only as directed. Intentional misuse by deliberately concentrating and inhaling the contents can be harmful or fatal. ■ do not use more than directed unless told to do so by a doctor Stop use and ask a doctor if ■ condition worsens ■ symptoms persist for more than 7 days or clear up and occur again within a few days, do not use this or any other hydrocortisone product unless you have asked a doctor. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","D irections ■ adults and children 2 years of age and older : apply to affected area. Do not use more than 3 to 4 times daily. ■ children under 2 years of age: do not use, ask a doctor.","Inactive ingredients alcohol denat., aloe barbadensis leaf juice, avena sativa (oat) kernel extract, citric acid, ethoxydiglycol, glycerin, hydroxypropyl cellulose, isobutane, menthyl lactate, methyl gluceth-20, PEG-8, water",20250103,1,Cortizone 10 Fast Acting Itch Relief Cooling
2865a2cd-cdf7-d03b-e063-6394a90aa7d2,a113f568-bd20-4f02-8e09-1b8223a0a9fa,Tolnaftate,ODOR CONTROL POWDER SPRAY,Walgreen Company,0363-0216,TOPICAL,TOLNAFTATE,Active ingredient Tolnaftate 1%,Purpose Antifungal,"Uses prevents recurrence of athlete's foot with daily use cures mose athlete's foot (tinea pedis) and ringworm (tinea corporis) relieves sypmtoms of athlete's foot, including itching, burning and cracking","Warnings For external use only. Flammable: Do not use while smoking or near heat or flame. Do not puncture or incinerate. Contents under pressure. Don not store at temperatures above 120 0 F. When using this product avoid contact with the eyes or mouth use only as directed Intentional misuse by deliberately concentrating and inhaling contents can be harmful or fatal. Stop use and ask a doctor if irritation occurs no improvement within 4 weeks Do not use on children under 2 years of age unless directed by a doctor. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","Directions wash affected area and dry thoroughly shake can well and spray a thin layer over affected area twice daily (morning and night) supervise children in the use of this product for athlete's foot: pay special attention to spaces between the toes, wear well-fitting, ventilated shoes and change shoes and socks at least once daily use daily for 4 weeks if conditions persist, consult a doctor to prevent athlete's foot, apply once or twice daily (morning and/or night) in case of clogging, clear nozzle under running water","Inactive ingredients disteardimonium hectorite, fragrance, isobutane, isopropyl myristate, SD alcohol 40-B, sodium bicarbonate",20241203,7,Tolnaftate
401b6859-46df-f253-e063-6294a90a1a39,fc9922ba-5164-5837-e053-6294a90a3de5,Killa Extra Strength 2 pack,SALICYLIC ACID,"ZitSticka, Inc.",81746-526,TOPICAL,SALICYLIC ACID,ZSK Killa ES 2 pk pouch drug facts,Uses: For the management of acne. Penetrates pores to eliminate most blemishes.,indications,warnings,directions,inactive ingredients,20251001,2,Killa Extra Strength 2 pack
236d92c7-984c-a9c2-e063-6394a90aebfa,1d65e4d2-0856-9135-e063-6294a90a5c66,ZO Skin Health Retinol Plus Acne Complex,SALICYLIC ACID,"ZO Skin Health, Inc.",42851-093,TOPICAL,SALICYLIC ACID,Active Ingredients Active Ingredients Purpose Salicylic Acid 2.0% Acne Medication,Uses For the management of acne. Penetrates pores to control acne blemishes. Helps prevent new acne blemishes from forming.,"Drug Facts Active Ingredients Active Ingredients Purpose Salicylic Acid 2.0% Acne Medication Uses For the management of acne. Penetrates pores to control acne blemishes. Helps prevent new acne blemishes from forming. Warnings For external use only. When using this product skin irritation and dryness is more likely to occur if you use another topical acne mediation at the same time. If irritation occurs, only use one topical acne medication at a time. Stop use and ask a doctor if irritation occurs or gets worse. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away. Directions Sensitivity Test for a New User. Apply product sparingly to one or two small affected areas during the first 3 days. If no discomfort occurs, follow the directions stated below. Clean the skin thoroughly before applying this product. Cover the entire affected area with a thin layer one to three times daily. Because excessive drying of the skin may occur, start with one application daily, then gradually increase to two or three times daily if needed or as directed by a doctor. If bothersome dryness or peeling occurs, reduce application to once a day or every other day. Other Information Protect this product from excessive heat and direct sun. Inactive Ingredients Water, Cocamidopropyl Dimethylamine, Glycerin, Sclerotium Gum, Dimethicone, Silica, Cetyl Glyceryl Ether, Retinol, Cetyl Alcohol, Cetyl Tranexamate Mesylate, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Rosa Canina Fruit Extract, Leontopodium Alpinum Meristem Cell Culture, Marrubium Vulgare Meristem Cell Culture, Lecithin, Propanediol, Potassium Azeloyl Diglycinate, BHT, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Sodium Bisulfite, Sodium Metabisulfite, Sodium Sulfite, Sodium Sulfate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Butylene Glycol, Isohexadecane, Bakuchiol, Aminomethyl Propanol, Caprylhydroxamic Acid, Disodium EDTA, Polysorbate 80, Phenoxyethanol, Ethylhexylglycerin.","Warnings For external use only. When using this product skin irritation and dryness is more likely to occur if you use another topical acne mediation at the same time. If irritation occurs, only use one topical acne medication at a time. Stop use and ask a doctor if irritation occurs or gets worse. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","Directions Sensitivity Test for a New User. Apply product sparingly to one or two small affected areas during the first 3 days. If no discomfort occurs, follow the directions stated below. Clean the skin thoroughly before applying this product. Cover the entire affected area with a thin layer one to three times daily. Because excessive drying of the skin may occur, start with one application daily, then gradually increase to two or three times daily if needed or as directed by a doctor. If bothersome dryness or peeling occurs, reduce application to once a day or every other day.","Inactive Ingredients Water, Cocamidopropyl Dimethylamine, Glycerin, Sclerotium Gum, Dimethicone, Silica, Cetyl Glyceryl Ether, Retinol, Cetyl Alcohol, Cetyl Tranexamate Mesylate, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Rosa Canina Fruit Extract, Leontopodium Alpinum Meristem Cell Culture, Marrubium Vulgare Meristem Cell Culture, Lecithin, Propanediol, Potassium Azeloyl Diglycinate, BHT, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Sodium Bisulfite, Sodium Metabisulfite, Sodium Sulfite, Sodium Sulfate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Butylene Glycol, Isohexadecane, Bakuchiol, Aminomethyl Propanol, Caprylhydroxamic Acid, Disodium EDTA, Polysorbate 80, Phenoxyethanol, Ethylhexylglycerin.",20241001,2,ZO Skin Health Retinol Plus Acne Complex
2826cb6f-1eb4-2749-e063-6394a90ab08a,3b8b1924-3b33-0420-e054-00144ff8d46c,Assorted Fruit Panned Chew,CALCIUM CARBONATE,HEB,37808-063,ORAL,CALCIUM CARBONATE,Active ingredient (in each chew) Calcium carbonate 750 mg,Purpose Antacid,Uses: Relieves Heartburn Sour Stomach Acid indigestion Upset stomach due to these symptoms,Warnings Do not use if you have ever had an allergic reaction to this product or any of its ingredients,Directions Adults and children 12 years and older chew and swallow 1 to 2 chews every 2-4 hours as needed. Do not exceed 5 chews in 24-hours. Children under 12 years consult a doctor.,"Inactive ingredients: Beeswax, carmine, carnauba wax, citric acid, corn syrup, DL-alpha tocopherol, ethyl acetate, FD&C blue no. 1 aluminum lake, FD&C red no. 40 aluminum lake, FD&C yellow no. 5 lake (tartrazine), FD&C yellow no. 6, FD&C yellow no. 6 aluminum lake, gum arabic, hydrogenated coconut oil, medium chain triglycerides, methyl paraben, modified corn starch, natural and artificial flavors, pregelatinized corn starch, propylene glycol, propyl paraben, phosphoric acid, sorbitol, soy lecithin, sucrose, titanium dioxide. Soybean oil and corn starch used as processing aids.",20241130,6,Assorted Fruit Panned Chew
4a219ea1-7256-45df-8c6c-b9b7704ed5cc,26edb714-656d-49ca-b875-28972c490e5f,NICOTINE,NICOTINE POLACRILEX,Padagis Israel Pharmaceuticals Ltd,45802-651,ORAL,NICOTINE,Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine),Purpose Stop smoking aid,"Use • reduces withdrawal symptoms, including nicotine craving, associated with quitting smoking","Warnings If you are pregnant or breast-feeding, only use this medicine on the advice of your health care provider. Smoking can seriously harm your child. Try to stop smoking without using any nicotine replacement medicine. This medicine is believed to be safer than smoking. However, the risks to your child from this medicine are not fully known. Ask a doctor before use if you have • a sodium-restricted diet • heart disease, recent heart attack, or irregular heartbeat. Nicotine can increase your heart rate. • high blood pressure not controlled with medication. Nicotine can increase blood pressure. • stomach ulcer or diabetes • history of seizures Ask a doctor or pharmacist before use if you are • using a non-nicotine stop smoking drug • taking prescription medicine for depression or asthma. Your prescription dose may need to be adjusted. Stop use and ask a doctor if • mouth, teeth or jaw problems occur • irregular heartbeat or palpitations occur • you get symptoms of nicotine overdose such as nausea, vomiting, dizziness, diarrhea, weakness and rapid heartbeat • you have symptoms of an allergic reaction (such as difficulty breathing or rash) Keep out of reach of children and pets.","Directions • if you are under 18 years of age, ask a doctor before use • before using this product, read the enclosed User’s Guide for complete directions and other important information • begin using the gum on your quit day • if you smoke your first cigarette more than 30 minutes after waking up, use Nicotine Polacrilex Gum, 2 mg • if you smoke your first cigarette within 30 minutes of waking up, use Nicotine Polacrilex Gum, 4 mg according to the following 12 week schedule: Weeks 1 to 6 Weeks 7 to 9 Weeks 10 to 12 1 piece every 1 to 2 hours 1 piece every 2 to 4 hours 1 piece every 4 to 8 hours • nicotine gum is a medicine and must be used a certain way to get the best results • chew the gum slowly until it tingles. Then park it between your cheek and gum. When the tingle is gone, begin chewing again, until the tingle returns. • repeat this process until most of the tingle is gone (about 30 minutes) • do not eat or drink for 15 minutes before chewing the nicotine gum, or while chewing a piece • to improve your chances of quitting, use at least 9 pieces per day for the first 6 weeks • if you experience strong or frequent cravings, you may use a second piece within the hour. However, do not continuously use one piece after another since this may cause you hiccups, heartburn, nausea or other side effects. • do not use more than 24 pieces a day • it is important to complete treatment. If you feel you need to use the gum for a longer period to keep from smoking, talk to your health care provider.","Inactive ingredients acesulfame potassium, calcium carbonate, carnauba wax, D&C yellow no. 10, gum base, menthol, natural and artificial peppermint flavor, sodium bicarbonate, sodium carbonate anhydrous, sorbitol, sucralose, talc, xylitol",20250317,2,NICOTINE
29b6287b-3ce4-e446-e063-6294a90a163b,29b6287b-3ce3-e446-e063-6294a90a163b,Sielkin QUIT SMOKING NICOTINE PATCHES 21mg,NICOTINE,"YITONGBADA (SHENZHEN) INTERNATIONAL TRADE CO., LTD",83364-017,TRANSDERMAL,NICOTINE,Active ingredients (in each patch) Nicotine 21mg delivered over 24 hours,Stop smoking aid,"reduces withdrawal symptoms, including nicotine cravings associated with quitting smoking. Ask a doctor before use if you have ■heart disease ■high blood pressure ■skin allergies ■diabetes ■history of seizures Ask a doctor or pharmacist before use if you are■using a non-nicotine stop smoking drug■pregnant or breast-feeding When using this product if you have vivid dreams or other sleep disturbances remove this patch at bedtime. Stop use and ask a doctor if irritation or allergic reactions occur Keep out of reach of children and pets. In case of accidental ingestion, seek medical advice immediately or contact a Poison Control Center(1-800-222-1222)",Warnings For external use only,"Directions ■if you are under 18 years of age, ask a doctor before use. ■Before use, carefuly read the insert for complete instructions. ■lf you smoke more than 10 cigarettes per day, follow this 10-week schedule: Step 1 Step 2 Step 3 Cigarettes per Day Week 1(Key Adjustment Phase) Weeks 2-6 Weeks 7-8 Weeks 9-10 10-20 cigarettes two 21mg patch/day one 21mg patch/day one 14mg patch/day one 7 mg patch/day 20+ cigarettes three 21mg patch/day two 21mg patch/day one 14mg patch/day one 7 mg patch/day ■lf you smoke 10 or fewer cigarettes per day, skip STEP 1(21mg). Start with STEP 2(14mg) for 6 weeks-using two14mg patches per day for the first week, then one 14mg patch per day for weeks 2 to 6. Then move to STEP 3(7mg) for 2weeks, and stop.","Inactive ingredients camphor, ethanol, acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer",20241220,1,Sielkin QUIT SMOKING NICOTINE PATCHES 21mg
1c78ff0d-e858-db4f-e063-6294a90ad1f4,97747267-26f1-d06f-e053-2a95a90ab087,Zenibell Snail Intensive,GLYCERIN,MISOCOS,73466-0001,TOPICAL,GLYCERIN,glycerin,for skin protectant,take a suitable amount on the skin,"■ if following abnormal symptoms occurs after use , stop use and consult with a skin specialist red specks, swelling, itching ■ don’t use on the part where there is injury, eczema, or dermatitis Keep out of reach of children ■ if swallowed, get medical help or contact a person control center immediately",for external use only,"propylene glycol, steaqric acid, etc",20240704,2,Zenibell Snail Intensive
401d4be1-4d7e-f466-e063-6294a90ad526,f7fd3f24-7c27-b45b-e053-6394a90a50ae,Acne Spot Treatment,SALICYLIC ACID,"Dime Beauty Co, LLC",82870-006,TOPICAL,SALICYLIC ACID,Active Ingredients: Salicylic Acid 2% Purpose: Acne medication,Uses: For the treatment of acne,"Skin irritation and dryness is more likely to occur if you use another topical acne medication at the same time. If irritation occurs, only use one topical acne medication at a time.",Warning: For external use only,"Directions: Clean the skin thoroughly before applying this product Cover the entire affected area with a thin layer one to three times daily. Because excessive drying of the skin may occur, start with one application daily, then gradually increase to two or three times daily or as directed by a doctor If bothersome dryness or peeling occurs reduce application to once a day or every other day","Inactive ingredients: Water, Propanediol, Lactobacillus Ferment, Pentylene Glycol, Polyacrylate Crosspolymer-6, Octyldodecanol, Glycerin, 1,2-Hexanediol, Glycine Soja (Soybean) Oil, Laminaria Digitata Extract, Sodium Hydroxide, Artemisia Vulgaris Extract, Hydroxyacetophenone, Sea Water, Tetrasodium Glutamate Diacetate, Leptospermum Scoparium Branch/Leaf Oil, Magnolia Officinalis Bark Extract, Piper Nigrum (Pepper) Seed Extract, Chlorella Vulgaris Extract, Dicaprylyl Ether, Phragmites Kharka Extract, Poria Cocos Extract, Lauryl Alcohol, Magnolia Grandiflora Bark Extract, Saccharide Isomerate, Aloe Barbadensis Leaf Juice, Helichrysum Italicum Extract, Avena Sativa (Oat) Kernel Extract",20251001,3,Acne Spot Treatment
2f27aae6-2005-c676-e063-6294a90a80e2,2f27a258-a2b8-ca2c-e063-6294a90a073c,Biopure Medicated Wart Remover Strips,"SALICYLIC ACID, WART REMOVER",QUEST USA CORP,78691-308,TOPICAL,SALICYLIC ACID,Active ingredient Salicylic Acid 40%,Purpose Wart Remover,"Uses for the removal of common plantar warts. The common wart is easily recognized by the rough ""cauliflower-like"" appearance of the surface.","Warnings For external use only. Stop use and ask a doctor if discomfort persists. Do not use •on irritated skin or on any area that is infected or reddened skin •genital warts, or warts on the face •on moles, birthmarks, warts with hair growing from them • mucous membranes such as nose, anus, genitals and lips Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center (1-800-222-1222) right away.",Directions wash affected area: may soak wart in warm water for 5 minutes dry area thoroughly peel off backing paper adhere medicated patch directly over wart repeat this procedure every 48 hours as needed (until wart is removed) for up to 12 weeks,"Inactive Ingridients beeswax, oleo europaea (olive) fruit oil, paraffinum liquidum, glycerin, zinc oxide, pigment, silica",20250307,1,Biopure Medicated Wart Remover Strips
2827c450-5d8a-d8d1-e063-6394a90a2a41,b3c1e3b0-04fc-4ccd-e053-2a95a90a4774,Meijer Lime/Berry Antacid Chews,CALCIUM CARBONATE,Meijer,41250-392,ORAL,CALCIUM CARBONATE,Active ingredient (in each chewable tablet) Calcium carbonate 750 mg,Purpose Antacid,Uses Relieves Heartburn Sour stomach Acid indigestion Upset stomach due to these symptoms,Warnings Do not use if you have ever had an allergic reaction to this product or any of its ingredients.,Directions: Adults and children 12 years and older chew and swallow 1 to 2 chewable tablets every 2-4 hours as needed. Do not exceed 5 chewable tablets in 24-hours. Children under 12 years consult a doctor.,"Inactive ingredients: Beeswax, carnauba wax, citric acid, confectioner's sugar, corn syrup, ethyl acetate, FD&C Blue #1 Aluminum Lake, FD&C Red #40, FD&C Red #40 Aluminum Lake, FD&C Yellow #5 Aluminum Lake, FD&C Yellow #6 Aluminum Lake, gum arabic, hydrogenated coconut, medium chain triglycerides, modified corn starch, natural and artificial flavors, phosphoric acid, propylene glycol, saccharose, shellac, sodium benzoate, sorbic acid, sorbitol, soy lecithin, sucrose, titanium dioxide, water.",20241130,5,Meijer Lime/Berry Antacid Chews
2866512d-5010-a276-e063-6394a90ab488,de0af1df-7e56-4e4a-abc6-9afeb4b71851,Dew Skin Tinted Moisturizer Broad Spectrum No2 SPF 20,ZINC OXIDE,"Beauty Counter, LLC",69026-484,TOPICAL,ZINC OXIDE,Active ingredient Zinc Oxdie 14.0% Purpose Sunscreen,Purpose Sunscreen,"Uses Helps prevent sunburn If used as directed with other sun protection measures (See Directions), decreases the risk of skin cancer and early skin aging caused by sun.","Warnings For external use only. Do not use on damaged or broken skin When using this product, keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","Directions Apply as needed daily Apply liberally and evenly 15 minutes before sun exposure Reapply at least every 2 hours Use a water resistant sunscreen if swimming or sweating. Children under 6 months: Ask a doctor. ​Sun Protection Measures ​Spending time in the sun increases the risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including. limit time in the sun especially from 10 a.m. - 2 p.m. wear long- sleeved shirts, pants, hats, and sunglasses.​​","Inactive ingredients Water, Caprylic/Capric Triglyceride, Coco-Caprylate, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Isopropyl Palmitate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Octyldodecyl Oleate, Ethylhexyl Palmitate, Isopropyl Myristate, Dimethicone, Magnesium Sulfate, Beeswax, Gluconolactone, Glycerin, Isoeicosane, Propanediol, Hydrogenated Castor Oil, Sodium Chloride, Ribes Nigrum (Black Currant) Seed Oil, Octyldodecanol, Tetrahexyldecyl Ascorbate, Sodium Benzoate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Octyldodecyl Stearoyl Stearate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Alcohol, Citrus Aurantium Dulcis (Orange) Peel Oil, Paeonia Suffruticosa Root Extract, Calcium Gluconate, Rosa Damascena Flower Oil, Citrus Aurantium Dulcis (Orange) Oil, Salvia Sclarea (Clary) Oil, Vanilla Planifolia Fruit, Rosmarinus Officinalis (Rosemary) Leaf Extract, Solidago Virgaurea (Goldenrod) Extract ,Tocopherol ,Sodium Hyaluronate , May Contain (+/-): Titanium Dioxide (CI 77891) Yellow Iron Oxide (CI 77492) Iron Oxides (CI 77491) Iron Oxide (CI 77499) Mica (CI 77019)",20241203,11,Dew Skin Tinted Moisturizer Broad Spectrum No2 SPF 20
